calif_software,calif_redes,calif_bd,paso_ceneval
77.45071229516849,57.372325723591345,66.85806323415333,0
67.92603548243223,56.838546049090624,71.33400644335616,0
79.71532807151038,32.67842289265973,67.83142726745828,0
92.84544784612038,59.05837654937413,76.32501656335343,1
66.48769937914996,78.19092347279141,89.36614237754296,1
66.4879456457623,42.063821856617686,65.74749411430554,0
93.68819223261087,83.87268771891067,87.00984597322096,1
81.51152093729362,73.77994677951808,65.61993513183735,1
62.95788421097572,51.78380020452132,64.8284734500374,0
78.13840065378947,62.452466527918745,84.82313542011856,1
63.04873460781307,93.76979253753859,86.0632365360914,1
63.01405369644615,78.20386064310559,85.21691924115186,1
73.62943407349051,65.15810578816667,59.210431101382305,1
41.30079633013303,60.72170029470228,69.40858826313539,0
44.12623251230451,66.37896326812988,84.87586310403985,0
61.56568706138541,55.78825595703854,75.49850208676673,0
54.80753319498364,27.11450889705774,62.11568584563043,0
74.71370998892911,100.0,80.4998152695053,1
56.37963886718184,67.79584998558923,66.42231289210235,0
48.81544447997062,72.16665077220567,96.53429818070654,0
91.98473153382331,63.957660502215646,93.5380975490191,1
66.61335549270197,51.76789758695742,82.24916911626681,0
71.01292307031886,61.65335934292213,91.33208045723728,1
48.62877720679815,36.2108942805024,75.77749620148057,0
61.834259132122256,100.0,84.18524993250018,1
71.66383884564799,42.77878402839687,92.7326435436249,0
52.73509633866546,46.424606890750766,77.94598418153176,0
75.63547027518509,57.07533432104479,71.93775394182859,1
60.99041965121793,88.1853630473428,54.54453650187461,0
65.62459375310085,65.26116198672777,74.00239769134207,1
60.97440081655905,42.749555671451674,84.88107821474773,0
97.78417276763406,87.57809049363212,86.34760113081155,1
69.79754162893099,78.15801128213866,81.05238078862092,1
54.13433606566149,74.69182922989614,68.50441086045312,1
82.33817368154783,77.88321634107513,51.278141172628914,0
51.68734525043467,100.0,69.05741882394318,1
73.13295392507133,100.0,71.34786154735258,1
40.60494814180336,52.639123825940686,71.24485239371982,0
50.07720926652354,94.22992987060074,82.42267628373509,0
72.95291853803685,71.8970274156602,98.82811693217808,1
81.07699869993115,73.98372469047949,76.48235042209312,1
72.57052421784955,34.53912503042008,72.39921853012245,0
68.2652757641764,61.93305622301247,71.88933824395089,0
65.48344456616067,50.36917537394183,76.49261720289257,0
47.82217014448859,79.90505866807956,65.06047487581921,0
59.20233687407937,84.27944900725049,76.44238270495266,1
63.09041843560319,27.659245681706395,80.4097480359816,0
85.85683339328374,64.60337244792314,77.51623276289386,1
75.15427434352692,85.19350708629653,80.49050320805738,1
43.554397669558995,61.63977867835799,80.20497131218242,0
74.86125954092192,78.12314561004256,53.73723981304268,0
64.22376579375525,71.3209784172875,82.64244190074484,1
59.84616999541062,71.14988417514728,66.94782185205055,0
79.17514433261302,60.11633039477064,61.849930043952504,0
85.46499283743927,43.10154552555723,61.746578065740046,0
83.96920178674299,44.812457346349504,80.20249932567035,0
57.41173715166042,77.76834526019572,72.32910087330177,0
65.36181436223178,65.35024859933989,54.81637459217507,0
74.96895147105346,62.50677959706996,80.73645378230741,1
84.63317690683539,57.36997923819766,57.72470243041407,0
62.81238643232065,59.50660078134647,76.67785630221853,1
67.21511535004274,83.8444123007865,77.86198710807665,1
53.40497538990958,58.96560652637552,85.62692498034053,0
52.05690063878994,40.86083516057177,96.38021743760223,0
82.18788733591298,78.38573195972312,58.623884089193496,1
90.34360042856234,61.31222005043509,74.37031372724341,1
68.91984817629499,65.56512557958997,71.68397645946939,1
85.05299346838036,93.93640951519119,80.20499623153155,1
75.42454037571451,64.62990996769086,77.58802525120342,1
60.323203680923136,70.20530611613705,70.76944508716056,0
75.4209340826262,43.77937715663015,69.70917373666974,0
93.07054849698955,61.045949857682714,61.60258973779143,1
69.46260941335073,75.97146881375483,86.85433898887811,1
93.4696548372101,37.003272790857636,80.51045017919435,1
30.703823438653835,68.61521167608277,86.01321837354165,0
82.32853756562835,66.81423930760651,71.27524636229384,1
71.30570602357257,65.7431742005739,67.11797437566683,0
65.51488974301199,83.66886017584838,62.06021920044927,1
71.37641164803253,71.01989326727339,79.30701100488791,0
40.18646628098661,91.60529417041599,62.52248130566119,0
66.70492168243732,47.11538871930735,97.1839568275986,0
75.35668857267619,67.44664220993026,59.30828902687871,0
92.16841067112274,66.52040215501906,78.28392143055002,1
62.22594672589529,45.75341911240856,93.80225648656543,0
57.87259595660218,82.21331003764423,82.18907711116572,0
62.47364434623195,100.0,77.10808454990135,1
83.73103176553111,64.69389065929104,63.378196236457256,0
74.93126664489526,74.0903795889278,58.41876973718755,1
62.05359694349442,66.52133256467589,84.24060130701103,0
77.69901149670034,52.15547594167084,93.07376688929935,0
71.4561632402206,32.226314999563705,69.73380011426194,0
84.52967485799334,52.29607730428343,61.331261908603786,0
59.469203591839715,39.94474914286884,45.50196683341178,0
65.08506780103347,95.67383740506412,63.230821876049546,1
64.11837770301764,62.9280255093817,73.63611789001152,0
48.04727577801822,58.77345207715093,94.18947889004082,1
74.44180415596864,81.00476884618051,83.07760430679562,1
73.91582908269834,44.808480148594015,78.66102485648103,1
70.07670184963692,51.19644731591806,70.19856406438643,0
66.4811929993728,66.22530084647518,68.00201139292852,0
48.769438869243785,83.51784184562266,91.86777117009557,1
63.69032015851961,74.03033081303819,77.40886248910067,0
64.85928225209845,69.46985256528588,49.76879169694774,0
57.96584096167572,66.4061192342483,66.91752422523308,0
67.58071432500986,72.20424539948195,64.70140761874048,1
76.06076285221808,68.62975229232659,68.44483188987041,1
98.29278851815795,46.46049905401516,81.75492792342102,1
72.61866719247759,65.82942598939673,73.710661418469,0
73.86325586084146,45.67360413948045,74.07761511595605,0
68.8833112635075,66.45948577221483,90.76167793590284,1
41.21843177051438,56.34833705321165,66.64246692255973,0
69.60229186826174,100.0,97.3703943106482,1
70.90345314911539,64.28190109246918,66.94430890354697,0
100.0,39.7236878072914,76.07037835935085,1
67.11458552828316,62.58475620781536,71.62555685516679,0
74.52321013500419,74.34845742148198,76.48102960201153,1
69.47932345442135,95.12055103074542,80.33510394087754,1
52.46982943570702,54.389856801103065,80.20602288106652,0
87.14234221772531,36.51629646757448,65.96259203255303,0
81.27899549030161,79.70306620575766,61.525023870629155,1
81.8654792056457,40.14922329380628,100.0,0
56.35918817807892,57.14920205286527,69.19218792479336,0
91.04191466404149,60.36283126080211,83.39054926406384,1
48.97223405811579,63.74659784059806,55.70830427372164,0
78.80285640700406,77.40496022733804,71.64464736114388,1
100.0,52.69458291884502,73.47360739221068,1
55.14195512303968,60.07287346099831,80.673780839134,0
61.50553405595842,64.743133646911,42.33055030809673,0
71.49477047631461,67.69276323533819,76.99368735693997,1
62.44786518825701,66.7608891447426,61.20310253558529,0
46.74004853400801,72.84810395400643,78.89214853433909,0
71.0284446220904,80.18911117355127,62.56404963794205,0
54.06544429410843,72.06741408171743,64.73420764889302,0
77.10388645952773,73.16453942316593,71.71646867528078,1
56.20863648649295,36.51998299856341,62.37204636476166,0
93.24901607526309,65.90409858498225,69.29358663917574,1
58.251200614956446,73.63113586402895,60.67949077748022,0
65.16907725691486,78.12094150226811,53.00195457961527,0
82.20275826054504,52.5376860637917,87.21548462915231,1
51.53703525349067,53.13729305200439,59.44741568611286,0
73.41189901906193,54.666187844895234,72.85582934870419,1
89.60714131423643,74.65545019804418,84.03469297792542,1
45.88775148158159,83.60985898863575,67.62067076980748,0
72.76950787798457,57.66571806875117,65.09800920305355,0
73.89824191372635,81.34332164528688,77.71485706400905,1
81.72734307665965,67.2226365649627,88.41520587272582,1
51.44573933682877,62.762856011076146,60.968216818962375,0
50.193150803735854,61.19508386327656,73.19822601579074,0
77.82912348425347,78.43900456283883,54.21006486039207,1
74.45477009849779,70.86040070216725,70.28158795581372,1
73.75739275518815,100.0,75.4104562144569,1
75.19672314245463,49.65995642604817,64.7445042989392,0
59.79962917632264,74.32583063653956,69.51609799409722,0
73.48380545741506,55.47438182339277,58.1012787803106,0
74.39608709948021,49.35283423420441,75.92494333657793,0
59.28472872960448,64.8043915333705,87.6683309865978,0
97.98661766717134,67.47234462932664,61.83427356275443,1
77.10749381367681,100.0,67.5279388013714,1
52.13044754196027,61.685375317702366,81.03055495745018,0
79.84830412950744,44.6567828692757,89.54508863187283,1
55.379774946590175,69.91419291489895,57.08172225349283,0
81.80626905613678,27.656479324165375,72.9745831510086,0
87.37893368511106,63.34477791312322,78.3975698678343,0
57.68976522472434,65.28845508131289,73.77532331245382,1
84.45064193866483,79.30280689301381,45.27849519747495,1
76.19171390404748,82.52520048970125,81.01308011170526,1
82.33090239991735,55.93574685966109,93.23203621308772,1
98.4518947398092,62.28894773666121,76.39994101403404,1
66.31917825995694,51.209825049007925,62.62672736046884,0
58.693957534637654,44.69487401346151,68.8424730436286,0
56.65728355561715,70.57810602885142,96.23895681186711,1
57.762845725518424,42.075460125261216,85.9195504903267,1
68.84347435878844,57.53671578970646,82.68031942061195,0
75.11727962224965,47.08686872181373,79.27695100241252,0
74.15036198995028,74.89429735322467,67.06635465370833,1
82.40774873554035,97.42574178679678,72.59314583213077,1
70.1950283781686,41.57141630954004,74.0649271718578,0
91.80301115735975,31.64566730784376,81.59489179277332,1
66.03014750143066,62.75203606369879,93.10702673120284,1
100.0,65.28256032723965,88.42005764151753,1
79.3850102164751,68.93586752163137,57.96738773044751,0
57.14263665375576,56.96623072578179,77.68793962681258,0
53.93661252908332,61.38849262114223,83.84116014201476,0
77.23708622864778,71.61518738973083,82.42632396173562,1
66.64805822011223,83.7277560676071,67.44919483935097,1
80.71000741138138,29.809122134270908,100.0,0
77.09856436860318,58.35909009743368,59.67498525202657,1
68.9075663101469,68.84855829093914,62.0017386400074,1
57.29809422897392,48.47643011700676,77.80314097513892,0
47.27729162971203,96.16105337181139,100.0,1
63.302275718994686,53.562622155882735,64.96566179154995,0
82.84598191485209,64.25673163386891,71.81005961223609,0
73.21140616195306,75.00839774316124,87.92752407618832,1
51.31391831932018,54.3568738015659,74.7856541413472,0
72.59771388776772,31.761685139520495,70.98475374563645,0
75.77976069593255,57.2842185155024,81.78759482264064,0
56.74213845698301,83.52993000668673,78.27021588275511,1
72.30587658918292,58.93588771786751,87.3652654276415,1
70.87313077669,49.76418257373838,90.49762666878436,1
52.85544553254066,81.66209977104899,78.68403672006434,1
75.36681040522424,59.04605187158505,78.5007927045397,1
78.41176789552351,55.81710535429609,77.5693317874336,1
86.24576864762915,67.69020961393957,80.86956667979145,1
85.80703078052355,78.87350377313817,75.66204765445757,1
49.33495948064363,100.0,74.99269821213252,1
55.93262440127316,79.89024993783362,89.3595254499269,1
77.7255290081299,85.87711939499019,93.19339416426052,1
77.70678926368313,55.8926084182186,56.90936466439895,0
77.72571529459071,46.53437409254943,75.12025382088683,1
